BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_LT_12,AVE_MO_EN_PA_LT_12,AVE_PA_PAY_PA_LT_12,AVE_IP_PAY_PA_LT_12,AVE_SNF_PAY_PA_LT_12,AVE_OTH_PAY_PA_LT_12,AVE_IP_ADM_PA_LT_12,AVE_SNF_DAYS_PA_LT_12,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_LT_12,AVE_MO_EN_PB_LT_12,AVE_PB_PAY_PB_LT_12,AVE_CA_PAY_PB_LT_12,AVE_OP_PAY_PB_LT_12,AVE_OTH_PAY_PB_LT_12,AVE_CA_VST_PB_LT_12,AVE_OP_VST_PB_LT_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_LT_12,AVE_MO_EN_PC_LT_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_LT_12,AVE_MO_EN_PD_LT_12,AVE_PDE_CST_PD_LT_12,AVE_PDE_PD_LT_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,563,8.249,3785,3255,297,233,0.279,0.947,10088,2721,2420,202,99,0.243,0.549,628,8.076,3273,1390,1227,656,4.562,4.064,10001,3933,1734,1121,1078,6.236,5.669,177,5.384,160,580,6.638,2548,23.397,10180,5808,56.69
1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,80,8803,,,,,,,,,,,,,,78,6544,3844,1825,875,9.103,7.154,,,,,,,,38,4830,41.711
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,129,8149,6062,,,0.698,,,,,,,,,,129,6620,3115,2085,1420,9.163,8.078,,,,,,,,126,6571,68.31
1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,118,8.78,2508,,,,,,1530,2646,2290,211,145,0.209,0.479,135,8.326,3189,2135,740,314,6.741,2.289,1509,5426,3396,1447,583,10.588,4.569,35,6.686,32,86,7.105,2683,22.442,684,4560,41.876
1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,92,9.641,3553,,,,,,1494,3956,3070,657,229,0.293,1.556,105,9.41,4035,1908,1313,814,7.6,4.99,1481,6376,3751,1729,896,9.962,6.578,44,4.318,,91,7.615,3843,28.066,1510,6445,56.262
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9185,7.422,1636,1444,28,164,0.152,0.065,57154,1442,1368,28,46,0.169,0.057,10654,7.1,1649,865,637,147,2.791,1.566,52547,2375,1270,875,230,5.032,2.584,2832,7.052,7233,5644,6.165,1194,16.605,25728,2864,37.4
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5162,8.335,2612,2297,76,239,0.209,0.222,33716,2461,2295,92,74,0.244,0.254,5939,8.065,2289,1127,876,286,3.103,2.566,32672,3369,1635,1266,468,5.748,4.525,2279,6.464,3322,5208,6.346,1594,20.168,36748,4208,44.224
1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,247,7.806,7704,,,,,,1655,5355,4883,324,148,0.584,0.749,272,7.662,3645,2320,1089,236,4.474,2.842,1582,4025,2332,1258,435,7.982,4.322,49,6.51,44,144,6.326,1705,16.91,668,3319,42.307
1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,165,8.236,8483,,,,,,1147,7817,6575,937,305,0.684,2.392,191,7.995,4578,2452,1519,607,4.058,3.953,1116,5484,2826,1817,841,7.659,6.612,56,5.411,,207,6.444,1260,22.899,1114,4536,53.924
1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,670,8.578,3310,2799,177,334,0.281,0.373,8252,2600,2366,85,149,0.257,0.182,764,8.257,3010,1679,963,368,5.042,2.524,8074,4615,2844,1346,425,9.184,3.976,240,7.454,436,488,6.76,1286,20.109,3642,3259,44.756
1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,507,9.606,3922,3426,203,293,0.266,0.42,5291,3086,2750,198,138,0.296,0.445,560,9.421,4728,2654,1210,864,6.114,3.841,5229,5538,2691,1842,1005,9.735,5.993,298,5.866,196,400,6.86,2312,26.07,5570,4466,54.222
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,,,,,,,,,250,4611,3842,561,208,0.552,1.2,,,,,,,,,246,6035,3314,1873,848,11.764,5.573,,,,,,,,99,3045,46.394
1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,30,8.6,16320,,,,,,229,8156,7088,,,0.782,,30,8.6,6489,4309,,,7.467,,229,7549,3836,1879,1834,11.389,7.563,,,,,,,,233,5407,59.155
1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,81,7.605,2900,,,,,,745,3112,2762,,,0.266,,96,7.406,3790,2094,743,953,6.354,2.844,726,4954,2622,1600,732,10.054,4.81,,,,51,5.647,1723,17.373,306,4715,41.98
1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,54,9.556,7300,,,,,,737,4315,4025,190,100,0.406,0.634,64,9.078,6719,3603,2264,852,7.313,5.75,727,5517,2750,1670,1097,8.53,6.664,,,,38,6.605,2759,29.632,760,7012,65.229
1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,,,,,,,,,32,12055,,,,,,,,,,,,,,31,6182,3829,1248,1105,11.968,5.71,,,,,,,,,,
1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,,,,,,,,,34,18914,,,,,,,,,,,,,,34,9742,5064,2664,2014,10.529,9.588,,,,,,,,36,4615,61.278
1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,,,,,,,,,366,2334,2140,,,0.322,,34,9.059,5315,3393,,,9.324,,360,6246,4045,1639,562,13.131,4.683,,,,,,,,156,5001,51.487
1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,,,,,,,,,268,5229,4590,,,0.44,,,,,,,,,,266,8955,4143,1902,2910,11.823,7.267,,,,,,,,270,6584,64.859
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13651,8.009,1388,1172,44,172,0.131,0.109,92809,920,822,37,61,0.109,0.093,15911,7.636,1512,748,463,301,3.063,1.885,86559,2326,1287,587,452,5.105,2.836,4727,6.923,9881,9545,6.255,1342,19.055,47146,3341,43.307
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12088,8.789,1900,1617,114,169,0.151,0.316,93177,1518,1361,95,62,0.15,0.255,13786,8.494,2063,949,673,441,3.355,3.047,91050,2891,1299,873,719,5.526,4.81,5699,6.194,7816,11315,6.542,2041,25.413,101347,5359,56.625
1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,322,7.748,8702,7579,614,509,0.634,1.189,1797,4541,3911,362,268,0.479,0.857,357,7.524,3602,1928,1047,627,4.224,2.81,1699,3297,1761,916,620,6.582,4.006,69,5.928,31,213,6.714,1269,22.779,723,3143,46.342
1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,313,8.348,11906,9894,1568,444,0.633,3.339,1417,7212,5587,1283,342,0.541,3.157,336,8.17,4420,2308,1051,1061,3.875,3.467,1381,5672,2383,1743,1546,6.689,6.442,104,5.019,36,303,6.653,2018,30.746,1446,4891,66.684
1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1011,9.144,2318,2080,,,0.198,,12677,1681,1450,105,126,0.166,0.235,1178,8.731,2494,1482,633,379,5.373,2.478,12393,3608,2059,916,633,8.821,3.8,471,6.752,680,822,6.436,1437,22.134,6030,3789,50.513
1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,963,9.826,3202,2728,205,269,0.243,0.502,10289,2372,2000,241,131,0.209,0.633,1064,9.56,3797,1773,1218,806,5.617,3.813,10170,4801,2293,1299,1209,9.296,5.83,571,5.571,396,741,7.008,2314,32.023,10880,5366,64.663
1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,,,,,,,,,199,5203,4211,624,368,0.543,1.302,,,,,,,,,197,5143,2900,1121,1122,10.584,4.548,,,,,,,,72,2196,46.417
1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,,,,,,,,,194,9368,7590,1246,532,0.701,2.866,,,,,,,,,190,8285,4068,1945,2272,11.579,8.142,,,,,,,,201,5410,73.716
1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,124,8.298,1688,,,,,,1228,1659,1592,,,0.187,,139,8,3355,1868,832,655,6.173,3.18,1196,4410,2370,1051,989,9.202,4.375,38,5.789,,91,6.516,1689,23.341,537,5508,47.587
1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,131,8.519,6658,,,,,,1667,2447,2148,181,118,0.227,0.544,138,8.348,5868,3703,1008,1157,5.775,4.71,1658,4906,2154,1265,1487,8.397,6.232,48,5.438,,115,6.557,3215,33.278,1697,7777,73.45
1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,,,,,,,,,37,18015,,,,,,,,,,,,,,37,9659,5168,3136,1355,12.351,9.838,,,,,,,,37,8619,65.216
1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,457,3098,2835,,,0.284,,30,9.433,3786,2112,653,1021,7.667,3.2,454,6100,3870,1429,801,12.896,4.773,,,,,,,,191,4654,53.518
1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,,,,,,,,,437,4382,3616,465,301,0.346,0.998,,,,,,,,,433,7497,4157,1631,1709,13.677,6.753,,,,,,,,443,8213,73.016
1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4602,8.21,2482,2226,77,179,0.246,0.236,35939,1800,1687,38,75,0.213,0.084,5257,7.867,2324,1191,822,311,4.062,2.216,33731,3133,1616,1024,493,6.981,3.322,1659,6.879,3090,3119,6.341,1670,23.586,16382,3794,51.892
1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,3016,8.93,3558,3158,134,266,0.291,0.364,20068,2767,2506,161,100,0.275,0.41,3336,8.646,3294,1540,1171,583,4.459,3.437,19640,4453,2018,1503,932,7.699,5.721,1451,6.256,1533,2718,6.557,2320,30.966,21802,5786,68.4
1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,189,7.54,9261,8599,,,0.746,,1346,6239,5477,350,412,0.666,0.744,213,7.239,4075,2308,1326,441,5,3.286,1275,5399,2804,1605,990,9.324,4.671,41,5.707,,133,6.602,1389,23.707,520,3610,53.313
1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,141,9.22,13044,11752,805,487,0.915,2.319,931,9869,8147,1247,475,0.814,3.267,153,8.869,5963,3194,1670,1099,5.314,4.889,909,7810,3554,2295,1961,9.516,7.733,53,4.415,,145,7.221,2574,41.69,933,5187,73.48
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,448,9.654,3791,3464,,,0.333,,6274,2989,2666,148,175,0.3,0.32,510,9.241,3285,1872,883,530,6.047,2.814,6161,5198,2951,1457,790,11.234,4.64,243,6.889,295,371,6.531,1758,27.232,2891,4143,58.257
1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,401,10.12,4859,4209,273,377,0.384,0.763,4259,3957,3449,340,168,0.357,0.822,436,9.851,5295,2400,1369,1526,6.491,3.936,4217,6578,3141,1786,1651,11.669,6.447,266,5.526,165,269,6.993,2884,40.182,4546,6446,75.806
1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,,,,,,,,,236,7891,7314,,,0.784,,,,,,,,,,235,8092,4352,2122,1618,13.409,6.077,,,,,,,,97,3827,59.34
1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,,,,,,,,,195,8535,7430,,,0.815,,,,,,,,,,195,10704,4711,2345,3648,14.467,7.728,,,,,,,,205,6432,80.439
1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,35,8.4,,,,,,,518,2460,2291,,,0.251,,44,7.977,2513,1616,645,252,7.273,2.568,507,5263,3043,1537,683,11.643,4.353,,,,34,7.147,2504,25.5,209,5528,54.081
1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,39,9.821,,,,,,,426,4916,4024,755,137,0.364,1.962,39,9.795,5323,3119,1337,867,9.385,4.385,425,6429,3256,1801,1372,11.633,6.965,,,,32,7.656,2556,37.438,437,7420,78.059
1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,248,4046,3586,,,0.407,,,,,,,,,,245,8778,5119,2081,1578,17.682,4.853,,,,,,,,111,6528,57.396
1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,,,,,,,,,195,4149,3508,,,0.349,,,,,,,,,,194,8460,4417,1921,2122,14.438,6,,,,,,,,202,7264,73.832
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12710,7.569,2212,1976,115,121,0.271,0.204,80043,2195,2057,67,71,0.301,0.154,15449,7.222,1843,1018,635,190,2.959,2.193,74992,2734,1513,921,300,5.257,3.636,3199,6.334,2896,9845,6.299,1709,17.531,39808,4237,37.659
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,19441,8.279,3370,3060,176,134,0.403,0.418,148256,3691,3483,145,63,0.479,0.396,23433,8.005,2471,1255,950,266,2.975,3.78,143669,3604,1842,1357,405,5.14,5.988,6256,5.649,3606,22407,6.731,2350,20.135,147828,5703,44.043
1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,202,7.941,9073,6840,1595,638,0.678,3.446,1172,7028,6160,571,297,0.742,1.345,229,7.777,4299,2489,1219,591,5.179,3.956,1121,5154,2758,1577,819,7.809,5.359,33,5.576,,144,6.486,3608,24.972,492,3859,44.876
1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,246,8.785,17109,13441,2823,845,1.093,6.154,1621,14668,11786,2313,569,1.062,5.568,276,8.435,7216,3544,2571,1101,4.986,6.337,1589,7455,3754,2657,1044,7.065,9.021,76,4.382,,270,7.393,2816,32.693,1595,5837,60.022
1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,815,8.561,4141,3539,227,375,0.418,0.524,10015,3928,3518,201,209,0.428,0.462,1008,8.269,3889,2246,1195,448,6.342,3.635,9748,4904,2852,1541,511,10.166,5.066,231,5.892,153,776,6.731,1735,23.211,4751,4340,49.106
1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1122,9.736,5398,4631,494,273,0.627,1.455,13083,5928,5226,518,184,0.66,1.299,1301,9.396,5130,2718,1571,841,6.63,5.816,12884,6981,3807,2139,1035,9.778,8.17,558,4.998,144,1137,7.557,2960,30.252,13156,6192,59.441
1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,,,,,,,,,183,9625,8247,,,0.907,,,,,,,,,,177,7422,4129,1982,1311,13.277,6.045,,,,,,,,80,4224,47.375
1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,,,,,,,,,222,12070,8571,2783,716,1.117,5.716,,,,,,,,,221,10675,5109,3241,2325,10.529,9.837,,,,,,,,216,5983,69.347
1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,129,7.853,6678,,,,,,1188,4401,3959,248,194,0.432,0.592,162,7.599,4993,3024,1281,688,6.87,4.963,1140,5646,2917,1692,1037,10.095,6.126,,,,107,6.748,3303,26.262,588,7462,52.007
1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,173,8.821,11557,9975,,,0.757,,2403,6664,5502,860,302,0.609,2.347,191,8.602,5435,3027,1693,715,5.969,5.901,2377,6725,3097,2207,1421,9.073,8.681,58,5.672,,189,7.111,4220,33.508,2396,8936,72.985
1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,,,,,,,,,60,23398,16325,,,1.283,,,,,,,,,,59,10155,4894,3835,1426,8.746,11.407,,,,,,,,60,7512,100.6
1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,37,9.324,,,,,,,518,5972,5116,573,283,0.525,1.334,42,9.143,5728,3408,1429,891,10.19,4.929,509,9061,5576,2430,1055,14.878,6.709,,,,31,8.032,3898,41.419,255,7049,60.573
1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,43,8.814,10335,,,,,,633,10859,9030,1435,394,0.916,3.731,48,8.958,5167,3156,1263,748,7.833,6.021,626,9244,4889,2794,1561,12.949,10.128,,,,50,7.02,2528,37.22,628,9020,77.392
1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1391,7.938,4451,4040,123,288,0.51,0.281,11038,3880,3702,83,95,0.49,0.195,1624,7.635,3193,1749,1183,261,4.483,3.206,10497,4374,2432,1569,373,7.947,4.691,365,6.548,273,1069,6.48,1704,22.777,4967,4407,49.544
1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1426,8.748,6899,6195,412,292,0.799,0.987,12367,6725,6290,299,136,0.839,0.853,1675,8.505,4598,2260,1831,507,4.746,5.216,12067,6214,3155,2439,620,7.941,8.172,578,5.481,194,1549,6.937,2702,30.235,12354,6501,59.268
1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,58,8.207,15477,,,,,,488,10338,8835,1014,489,1.035,2.115,67,7.701,4913,3147,1139,627,6.463,2.94,468,6511,3678,2001,832,9.915,6.244,,,,57,6.807,2030,21.263,195,3422,48.728
1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,77,8.636,18671,,,,,,572,16262,13255,2421,586,1.509,5.869,88,8.375,8848,4302,3162,1384,5.557,6.773,558,11400,5090,4974,1336,9.276,9.952,,,,94,7.106,3266,37.755,554,6146,70.726
1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,159,9.113,6908,6289,,,0.704,,2539,6208,5635,317,256,0.668,0.647,184,8.799,6018,3116,1962,940,7.766,5.516,2498,6969,4173,2216,580,12.69,6.408,58,5.897,,186,6.667,1884,29.866,1207,4696,57.904
1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,227,10.251,8919,7511,827,581,0.991,1.93,2911,8288,7351,667,270,0.994,1.676,258,9.946,6953,3456,2417,1080,8.554,6.306,2874,8892,4410,2956,1526,11.762,9.239,141,5.021,34,195,7.759,2656,38.667,2969,6779,70.531
1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,,,,,,,,,117,13228,10851,,,1.239,,,,,,,,,,117,10046,5487,2699,1860,12.966,8.402,,,,,,,,59,3885,60.729
1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,,,,,,,,,155,15687,11666,3180,841,1.426,8.006,,,,,,,,,152,12204,5839,3123,3242,13.243,10.961,,,,,,,,157,6930,79.758
1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,,,,,,,,,239,6383,,,,,,,,,,,,,,233,6937,3919,2214,804,12.678,6.425,,,,,,,,110,7597,62.264
1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,,,,,,,,,285,9781,7869,1510,402,0.849,4.411,,,,,,,,,281,8683,4398,2686,1599,11.733,9.758,,,,,,,,285,12459,82.642
1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,,,,,,,,,131,7359,6345,,,0.771,,,,,,,,,,129,9284,5201,2987,1096,17.31,6.891,,,,,,,,54,5664,67.037
1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,,,,,,,,,159,13149,10175,2454,520,1.176,5.83,,,,,,,,,157,11300,5902,3253,2145,17.35,10.631,,,,,,,,164,10233,84.787
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2363,8.227,3703,3276,221,206,0.402,0.54,18622,2714,2474,137,103,0.355,0.308,2757,7.922,2596,1348,839,409,4.474,3.21,17729,3570,1842,1088,640,7.297,4.583,721,6.033,418,1916,6.403,1983,25.29,9342,4878,55.766
1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,3354,9.014,4987,4417,408,162,0.522,1.181,30420,4723,4334,288,101,0.56,0.832,3935,8.709,3602,1705,1255,642,4.534,5.296,29735,5121,2547,1692,882,7.193,7.788,1387,5.41,538,3474,7.073,3323,36.147,30683,7571,73.313
1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,65,8.077,15031,,,,,,462,9569,7892,1075,602,0.959,2.394,76,7.737,8193,3692,3301,1200,5.184,5.026,439,6145,2983,1961,1201,9.362,6.613,,,,48,6.896,3691,29.229,196,4089,58.699
1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,109,8.239,16450,12612,,,0.945,,692,13937,10104,3288,545,1,8.74,117,8.128,7344,3212,2638,1494,4.855,6.453,677,9220,4104,3235,1881,7.25,9.578,,,,123,6.797,3159,38.293,683,6846,85.245
1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,242,9.153,5311,4843,258,210,0.537,0.562,3364,4447,3829,353,265,0.476,0.781,278,8.795,5122,2793,1238,1091,7.885,4.723,3307,6057,3507,1549,1001,11.692,5.82,87,5.667,46,243,6.782,2437,31.568,1664,4756,62.377
1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,382,10.264,7509,5993,1106,410,0.757,2.843,4502,6316,5333,710,273,0.664,1.716,435,9.92,6687,2958,1716,2013,7.508,6.069,4444,7957,3699,2366,1892,11.535,8.921,227,4.604,43,303,7.762,3687,43.33,4608,8212,83.204
1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,,,,,,,,,78,9939,8439,,,1,,,,,,,,,,77,7512,4002,2119,1391,12.961,7.182,,,,,,,,33,5941,66.818
1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,,,,,,,,,128,12707,9090,,,0.93,,,,,,,,,,126,10620,4956,2639,3025,10.619,10.619,,,,,,,,129,8066,89.527
1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,,,,,,,,,326,3989,3379,,,0.525,,34,8.588,4489,2795,906,788,7.176,3.265,316,6970,3457,1886,1627,11.753,6.896,,,,,,,,150,9089,67.06
1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,41,9.756,9838,,,,,,567,8259,7074,918,267,0.653,2.175,44,9.659,7399,3940,2357,1102,9.091,7.045,563,7444,3850,2276,1318,12.06,10.096,,,,39,7.564,4754,51.231,574,9944,91.005
1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,,,,,,,,,152,9114,7743,986,385,0.704,2.151,,,,,,,,,151,8539,5330,2459,750,16.146,7.709,,,,,,,,72,6387,73.25
1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,,,,,,,,,201,12368,9337,2562,469,0.821,7.294,,,,,,,,,199,10393,5598,2768,2027,14.452,9.799,,,,,,,,202,11678,98.782
1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,769,8.404,5421,4817,226,378,0.555,0.466,7140,4086,3804,118,164,0.532,0.283,890,8.148,4068,1995,1417,656,5.92,3.835,6842,5266,2646,1757,863,9.365,5.425,242,5.777,130,651,6.504,2149,30.406,3277,5154,64.508
1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,873,9.33,8110,7338,496,276,0.872,1.372,7478,6948,6357,425,166,0.849,1.204,989,9.065,5482,2625,1867,990,5.567,5.913,7341,7434,3475,2606,1353,9.627,8.977,422,5.472,112,807,7.238,3480,43.183,7628,7965,84.525
1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,51,8.078,15228,,,,,,429,14733,12541,1390,802,1.261,2.655,60,7.867,9739,4355,3302,2082,6.45,5.683,414,8454,4314,2258,1882,10.86,7.065,,,,38,6.737,3997,39.105,177,4815,65.706
1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,68,9.044,19971,16471,,,1.691,,518,20044,14662,4613,769,1.616,11.413,77,8.883,10942,4878,3088,2976,7.39,9.013,507,11609,5141,3830,2638,9.146,10.982,,,,82,7.451,2701,45.829,499,7027,93.074
1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,95,9.389,11953,9632,1833,488,0.895,3.474,1768,6528,5850,354,324,0.712,0.839,105,8.848,6920,3317,2313,1290,8.629,4.886,1748,7926,4255,2353,1318,13.992,6.902,36,6.028,,116,7.172,2382,35.466,797,5878,72.161
1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,186,10.457,8446,7181,,,0.887,,2179,8441,7188,931,322,0.981,2.531,204,10.211,8700,4111,2171,2418,9.725,6.652,2160,11122,5137,3206,2779,13.794,10.081,124,4.492,,135,7.726,4841,48.541,2243,8663,92.992
1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,,,,,,,,,101,12379,10447,1300,632,1.218,3.139,,,,,,,,,100,10959,5413,2643,2903,14.87,8.19,,,,,,,,49,5545,67.388
1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,,,,,,,,,138,16433,12349,3611,473,1.565,8.42,,,,,,,,,135,13985,6073,3634,4278,13.733,11.319,,,,,,,,135,8646,102.341
1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,161,4582,,,,,,,,,,,,,,161,7978,4661,2195,1122,14.528,6.466,,,,,,,,79,5190,68.785
1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,179,9466,7577,1652,237,0.821,5.486,,,,,,,,,177,9087,4583,2939,1565,12.751,10.441,,,,,,,,179,10777,104.793
1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,,,,,,,,,90,9474,8871,,,0.722,,,,,,,,,,89,12341,7043,3501,1797,19.18,8.191,,,,,,,,38,7387,78.816
1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,,,,,,,,,118,13898,11082,2331,485,1.305,5.686,,,,,,,,,118,14568,7138,4039,3391,16.042,11.78,,,,,,,,118,11700,101.051
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2950,7.355,4779,4150,174,455,0.43,0.426,16924,2982,2709,101,172,0.353,0.217,3226,7.17,2532,1286,835,411,3.807,2.595,15868,3122,1530,969,623,6.111,3.461,520,6.048,406,1954,6.255,1661,16.997,7397,4193,37.696
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2825,8.135,6008,5211,301,496,0.493,0.807,21267,3883,3526,202,155,0.404,0.55,3226,7.913,3352,1658,1140,554,4.131,3.754,20769,4087,1891,1343,853,6.596,5.711,883,5.455,386,3088,6.616,2302,23.048,21264,5920,50.462
1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,66,7.773,16112,,,,,,333,8829,7750,565,514,0.913,1.255,67,7.612,4693,2971,1298,424,3.433,2.91,306,5145,2770,1568,807,7.879,5.278,,,,42,6.357,2089,18.5,129,3165,43.589
1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,68,7.559,17270,,,,,,352,12888,10679,1857,352,0.875,4.077,75,7.333,6719,3489,1668,1562,5.187,4.36,344,5669,3017,1566,1086,7.116,6.413,,,,81,6.827,3275,31.728,336,5016,55.134
1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,253,8.15,5799,5081,,,0.494,,3077,3334,2961,158,215,0.344,0.373,285,8.053,3382,2016,817,549,6.323,2.919,3020,4187,2267,1197,723,9.506,4.401,62,5.435,41,228,6.513,2514,20.513,1492,3569,47.332
1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,363,9.636,4723,3777,438,508,0.383,1.132,4248,3878,3378,321,179,0.402,0.836,422,9.287,4032,2029,997,1006,6.666,4.201,4178,5310,2550,1489,1271,9.603,5.91,176,4.625,38,371,7.561,2317,30.957,4267,5413,59.159
